21970
102.718987,32.1525345,43.1173172
123.9963,84.4068604,63.004158
123.822418,2.57051706,55.3908615
10.4035864,16.8941517,25.315527
7.82474279,124.781166,73.8214188
5.05346298,46.3069267,122.534882
5.79186821,102.440796,47.0933838
89.4871674,49.752739,118.467621
68.2164993,112.152161,80.7610168
55.1114922,31.7628803,79.0067596
42.810379,111.171875,33.1446838
98.0963135,96.4362869,114.175026
14.4735041,7.74318266,104.243362
74.2889252,108.865387,92.4943619
70.0458145,10.3701611,10.6540098
99.0606384,50.2234955,7.99185514
6.0691576,85.369957,9.94209576
35.2109909,25.6416035,85.2839432
78.2682571,123.945671,110.404053
122.290161,61.6642799,1.15056539
119.781502,62.0653954,92.1223984
103.405067,12.4265966,71.709549
73.4944992,41.7847176,49.6497955
99.123764,19.2790089,127.980202
28.2793465,35.7298164,41.5825539
61.2887077,42.256073,25.782114
24.0828838,49.041008,82.2592392
57.7174835,115.652237,76.1616287
91.1810303,119.453629,38.6886635
2.07265282,70.1641464,103.664879
45.9090118,107.224472,108.239143
122.162415,89.2714005,84.133316
13.0670767,19.8090076,22.3283253
125.835709,69.6141052,23.7247524
94.3673935,3.3029139,66.1965027
94.0896072,118.119133,2.12314939
72.2486649,93.4161453,122.243782
83.2921143,1.90573573,106.651222
55.7906418,60.8046875,111.361565
118.888969,117.299278,44.215683
11.9345388,83.697998,72.6655197
60.1190987,32.7961464,40.3810387
47.3459778,61.276825,31.873457
37.3026428,65.6818848,46.4237976
117.244888,66.6152191,19.5497971
122.285378,70.2590408,13.6064835
76.884758,20.4004307,70.2961578
86.3884659,81.5821152,24.4256248
50.4965019,9.21007061,7.08929253
70.8695679,44.3131752,104.642975
110.760597,56.1051865,13.8076887
103.433304,39.3552971,69.1659546
70.2773132,13.0239439,108.690247
71.8148727,88.4476242,46.3140984
44.6617165,6.87504768,3.49633837
64.5859909,20.6129971,29.0165386
74.7705994,31.5869122,74.1516266
62.1941795,83.6933289,25.4353447
75.8120956,120.185013,73.5455856
23.8988609,121.038544,80.5164185
76.1584473,84.2495117,77.1445389
87.3869324,79.8886108,16.1679554
46.6566353,111.92733,5.98845243
120.377998,94.1602173,53.14328
3.12436152,50.4969444,95.667511
117.930649,60.6508026,113.023621
114.298592,59.0634117,109.82209
10.3282433,1.4624933,37.0512238
46.3393555,22.4481335,35.8997879
114.241997,24.9620304,103.788513
64.8117142,52.2904739,1.35383308
61.0970383,43.4281387,75.052948
101.521477,92.3728256,26.3533134
34.7809105,19.383707,105.440506
119.821312,57.9665337,69.6727142
85.1189194,46.6089592,63.901638
52.6588669,31.4985504,33.897377
111.546654,8.9146986,8.93360424
80.1607437,120.53624,8.38032436
15.0162573,27.6502266,24.4539261
63.8552475,13.6445522,82.3927307
5.01163054,88.4510498,40.7932434
4.8498683,121.12709,104.982582
123.530991,11.7289829,39.9188194
85.8581238,125.003532,57.7696648
14.8611469,96.3449707,71.3520889
104.323921,14.1798515,101.322258
80.4731445,90.4292297,78.3421936
64.5953064,114.868088,99.2299042
15.8851242,6.70175791,91.4643707
35.0576439,14.3081923,88.9822083
12.1177425,111.175896,10.3940783
68.8648224,12.5712919,7.62035561
45.3259277,21.3342762,87.5587234
78.1827087,27.5235367,5.74400902
2.63029122,99.8206177,67.4504166
109.712372,117.780594,91.6544037
1.30276442,44.312851,2.82929087
20.9905701,76.5608139,6.92601728
84.6213989,100.924965,99.8568954
122.244659,24.7413788,110.61673
28.6026287,83.7238846,85.5880051
83.6015396,81.0625687,35.7125053
54.9073219,69.4813461,49.1343918
44.9926758,32.5616837,69.8982315
57.0501251,97.7345734,37.2744484
18.3773556,103.636696,101.763435
107.832779,90.2769775,92.6307526
20.133913,2.14164138,99.3696136
11.8018627,39.4185104,125.00145
85.5519409,33.3479614,56.5948029
11.999836,48.9044456,14.1043386
20.738451,28.7698097,7.0841341
121.465294,52.1092262,43.5566788
103.518044,96.958313,112.964668
41.9603767,62.7719116,4.64455032
59.3145638,43.3700371,34.6648407
50.9364204,0.22191304,54.5120773
72.4830933,97.8888779,38.5543633
112.583717,94.5290375,102.271805
56.5847778,71.2996216,13.505168
47.4112854,116.220116,83.4494781
31.1862602,94.9158478,4.86163282
82.1731262,126.133415,10.0530815
118.121147,34.638443,11.6078959
10.5556107,51.5930672,60.1119194
117.612885,98.3202362,4.09730959
79.1580505,11.1960306,63.5051613
50.2174339,64.0671387,19.0622482
110.092361,38.916317,98.1892242
9.85775661,40.0091743,57.5080299
84.5264816,124.161255,56.3577614
8.99607658,85.1486664,54.5325203
64.2350311,64.6626053,85.9821625
63.6336288,55.6312065,62.5022163
10.4081068,121.042419,71.494873
41.6998901,38.1963387,118.122498
14.9962635,128.779999,10.7056417
91.8527222,61.4693451,116.203606
24.2144451,95.7992172,3.21452284
125.039925,25.4360371,8.71302319
51.5903168,12.4252186,118.919891
83.7002487,18.2497749,43.5550003
48.4379234,126.302422,76.023941
20.8169193,90.5504074,69.7156601
98.064888,110.064209,117.146034
64.1773758,37.4592514,101.732285
56.1058159,105.770088,116.708138
86.918129,84.7233276,22.3414021
38.8110466,94.1531372,69.8156738
104.419853,60.4777336,103.304604
37.9969521,93.4733047,96.1330719
112.659264,80.4901505,127.307266
97.8705139,33.5328903,128.888382
98.8863678,27.3875103,115.852684
112.107918,93.5376434,67.8281326
39.7237167,60.3147736,78.4491577
43.1593018,69.5965881,1.90852594
19.7310123,114.522888,61.483963
122.984566,4.58766127,98.8670807
123.341103,30.942276,126.672928
44.0050812,38.41222,50.4677734
126.920975,125.036888,33.170475
122.51207,64.1773376,48.4522171
111.965408,9.21680164,94.3948593
120.395454,53.303196,30.5878525
16.741024,4.14254618,30.4915695
11.1610098,111.465012,45.9358711
107.387016,33.4568901,81.769371
102.425728,108.282547,121.369522
104.38736,86.7138901,63.5161133
7.85359764,76.615242,3.74331784
18.1127949,114.880394,52.7597809
111.562134,99.1463318,78.9295959
32.3520012,32.8158989,100.911438
84.6626129,69.7479553,114.40551
3.7651186,37.802536,63.6369324
20.3910351,111.904205,69.9064636
83.1799164,21.1070232,9.34657478
110.481728,75.7005386,4.46283579
85.8884964,75.4160004,96.0115433
126.096764,7.06759071,16.8801041
112.91449,33.1623764,71.3053436
6.60200024,3.90853834,60.295063
70.5757751,17.2276306,82.0720673
28.1851788,15.8852682,119.185104
44.7268295,4.03152227,7.09238482
19.4521542,113.942398,92.8107758
74.8068008,86.2112198,69.3432083
23.7980976,30.8640842,124.3498
10.7297812,80.8836823,105.930618
111.476509,53.3251228,110.590424
118.295273,7.45591545,54.5445595
128.518661,20.7157898,91.5778275
97.4008026,16.6933804,33.1210213
107.145203,94.1763611,18.822443
24.9518261,84.5510559,22.4198475
77.1041031,49.6880646,60.6199532
14.9629126,30.4163532,24.5358391
51.4733009,64.5802231,49.791378
72.9889221,28.8927402,124.755577
50.6192932,27.7491436,81.9099274
50.0492172,84.1956024,15.5613689
116.399597,76.2860641,72.1712341
88.0672989,107.194504,38.430294
83.6725159,99.1553497,2.98904443
128.432617,45.1494217,107.453072
85.9090195,72.9299774,22.6420212
72.0457306,41.4400368,61.5374794
106.651222,81.1217041,36.9239731
98.7478256,101.418449,74.1721497
50.485363,88.8209915,54.7408333
31.1420803,42.4635696,0.167645738
42.552021,23.7331009,34.6294785
15.4710655,85.1123505,85.5602112
18.0725422,9.52859497,24.663929
99.6015015,17.9953728,83.5395508
11.7060337,35.330471,113.364799
123.16539,71.2737885,63.6393585
58.0314789,79.9240112,2.87979555
23.0521584,77.0613861,97.120285
73.3854141,51.0457611,7.76977921
8.61050415,36.8429642,2.990381
3.559201,4.07504463,15.5598221
40.6640511,7.02626276,118.582703
64.9294968,43.9408226,72.3937607
111.007317,22.0296383,49.4726944
120.666351,97.1805191,100.47509
23.6558094,72.7875671,71.8879547
112.953255,27.9158821,38.0741768
107.622284,116.827042,123.248604
38.1433334,0.403150886,110.300499
66.0453568,54.3492661,38.1310921
105.475723,111.799538,124.054558
27.9962807,52.4490929,47.9566536
30.6859283,14.1174831,128.095245
76.6482239,127.435249,92.2517776
55.8592529,116.462753,118.400452
14.6527967,37.0174408,69.191391
50.4494209,51.0396423,28.2169113
122.976387,73.1923141,83.5802231
28.8185291,84.9150848,99.4584198
87.9838257,16.1909065,63.2773743
71.2788467,104.342216,58.4450684
18.7555943,6.4654355,26.6538124
17.5878906,21.4948044,87.7254257
52.6028252,58.7283173,21.9195976
99.1361847,39.7339096,80.2465057
58.4362297,128.657791,19.1626873
34.5168877,48.1230927,107.52401
20.4783993,58.2800255,65.4315567
64.6655121,118.005913,38.9474525
64.5181274,66.2492599,126.749695
56.0827522,111.159142,22.7517204
65.3844833,20.4945927,75.5665283
96.9724884,36.2982674,86.6679459
42.9465141,110.16703,5.84320927
100.325279,78.8857651,65.9464569
76.8934631,98.8279572,105.363457
18.7779388,8.78135395,6.72210646
52.9966965,103.892494,105.853867
116.202515,65.9495087,34.6537704
2.02348375,11.300889,119.847328
56.9792976,55.1532974,124.350716
115.767113,11.1909056,70.5061646
62.6797295,95.7615204,6.02771616
100.185974,49.2692795,88.0720291
86.6395187,15.1596384,24.5631485
21.6979351,75.5434113,18.9030991
61.3722916,18.994318,95.2512817
26.382967,78.1133652,128.005753
10.4223919,26.4856548,107.228096
83.5466232,0.186459035,72.2853012
25.8802052,6.37372208,94.7022858
67.0320206,79.4278641,121.214264
115.734962,22.0920906,71.8332214
0.273051709,75.6548615,23.2384987
2.65188742,46.4925003,2.57748914
19.9717102,18.4922256,54.5340614
23.5771961,98.5137253,2.87478065
62.2476883,105.026825,3.46238422
65.8848343,74.464653,60.1791077
43.551342,126.014465,57.6231842
81.695343,31.7503357,14.356781
63.2229652,11.9827652,112.465401
39.045475,65.0705566,16.5624523
30.9509373,110.538536,121.300407
31.2814884,22.9152546,52.8932686
24.3337574,67.1124039,94.6680756
44.5104675,0.318127841,91.8427429
64.9657211,62.3384285,44.9590988
35.221508,50.0761299,38.2131538
15.5482006,107.085503,4.78180218
105.343582,23.9903183,47.074173
39.1445961,114.668892,53.7784882
109.563393,57.5383606,87.9554672
64.2063217,127.031464,121.268822
35.3292313,52.2841682,85.5360489
112.472992,35.1100006,100.832581
2.35145903,31.9733009,21.2227783
89.4112091,65.6974487,107.882599
30.2186852,119.608505,39.3986473
3.86239862,38.0536842,90.0478592
56.8724327,122.787476,89.4099121
45.5989647,17.140976,87.3923569
122.163437,102.5466,16.1126709
117.23156,51.8029175,28.6097984
87.2858734,84.0472717,84.5333328
95.6537552,76.9015732,87.9753189
118.50045,19.858181,103.306175
59.4350471,105.946648,5.54694366
33.9257965,67.5433121,76.2621613
82.9081573,99.7039871,125.237968
108.501633,33.1178207,76.0754471
125.267761,124.049973,99.4799576
89.0710602,3.82609534,114.385979
2.55096531,58.5159225,112.410873
64.1246414,114.94503,76.2844543
91.7000885,37.8500557,29.7504578
49.9042664,6.8098011,127.701859
43.1321678,55.4898949,97.9216003
83.665863,0.475569814,105.226463
18.6937218,115.082458,87.9195557
117.173447,94.382515,38.2893257
53.0676041,58.7899742,121.643188
115.178421,45.2228661,42.3370361
104.862297,119.602997,54.7329025
102.004005,100.582138,92.5184784
26.9548988,19.1796703,123.077469
4.45292187,90.8207703,48.8060493
99.150589,123.711121,31.7466106
65.3074265,83.3594208,70.9473038
76.6825562,101.928932,99.2481689
49.3366165,80.8376541,81.8987427
80.2011337,97.2434006,76.9409637
